Lfd.-Nr.:;Objektname;BNr.:;Sorte botanisch;Objekt_Nr;Objektname_Zusatz;Baumrevier;Produkt;Sorte deutsch;örtlicher Bezug;HausNr.:;Hausnr Zusatz;Hochwert;Rechtswert;Status Baumstandort;Schadstufe;Pflegekategorie;Datum_Erfassung;Bemerkung;Pflanzjahr;Standalter;Stammanzahl;Stammumfang;Stammdurchmesser;Pflegestufe;letzte_Kontrolle_am;nächste_Regelkontrolle;letzte_Kontrolle_von;Fälldatum;Fällgrund;Baumscheibenfläche;Baumhöhe;Kronendurchmesser;Baumscheibenbreite;Baumscheibenlänge;Baumscheibenradius;Baumscheibenoberfläche;Unterpflanzung;Standort;Einfassung;Wassersack;Giessring
310;Erich-Steinfurth-Straße;3;3 Tilia intermedia 'Pallida' (aktiv);ERICHST;;02.04. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;vor Freifläche;;;5819018.385;393844.0388;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;14.06.12;14.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2011;9;1;43;14;2 Pflegestufe 2 (Standard);19.06.19;17.06.20;Baier Jana;;;5.1;3;2;1.7;3;;;;;;FALSCH;FALSCH
311;Erich-Steinfurth-Straße;4;4 Tilia intermedia 'Pallida' (aktiv);ERICHST;;02.04. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 6;;;5819024.076;393837.1781;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;14.06.12;14.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2011;9;1;52;17;2 Pflegestufe 2 (Standard);19.06.19;17.06.20;Baier Jana;;;5.1;3;2;1.7;3;;;;;;FALSCH;FALSCH
312;Erich-Steinfurth-Straße;5;5 Tilia intermedia 'Pallida' (aktiv);ERICHST;;02.04. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;am Hermann-Stöhr-Platz;;;5819093.073;393734.5793;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;13.08.13;"13.08.2013 Notiz: Stadtbaumkampagne: Pflege bis Okt. 2015
Bewässerung 2020";2013;7;1;31;10;2 Pflegestufe 2 (Standard);19.06.19;17.06.20;Baier Jana;;;5.25;3;1;1.5;3.5;;;;;;FALSCH;FALSCH
313;Erich-Steinfurth-Straße;6;6 Tilia intermedia 'Pallida' (aktiv);ERICHST;;02.04. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;am Hermann-Stöhr-Platz;;;5819100.947;393714.7768;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;14.06.12;14.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2011;9;1;33;11;2 Pflegestufe 2 (Standard);19.06.19;17.06.20;Baier Jana;;;5.25;3;1.5;1.5;3.5;;;;;;FALSCH;FALSCH
314;Erich-Steinfurth-Straße;7;7 Tilia intermedia 'Pallida' (aktiv);ERICHST;;02.04. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;am Hermann-Stöhr-Platz;;;5819104.846;393702.3028;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;13.08.13;"13.08.2013 Notiz: Stadtbaumkampagne: Pflege bis Okt. 2015
Bewässerung 2020";2013;7;1;27;9;2 Pflegestufe 2 (Standard);19.06.19;17.06.20;Baier Jana;;;5.25;3;0.8;1.5;3.5;;;;;;FALSCH;FALSCH
315;Erich-Steinfurth-Straße;8;8 Tilia intermedia 'Pallida' (aktiv);ERICHST;;02.04. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;am Hermann-Stöhr-Platz;;;5819110.537;393688.3475;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;14.06.12;14.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2011;9;1;22;7;2 Pflegestufe 2 (Standard);19.06.19;17.06.20;Baier Jana;;;5.25;3;1.5;1.5;3.5;;;;;;FALSCH;FALSCH
316;Finowstraße;11;11 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 24;24;;5818963.539;395956.7745;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;12.06.12;12.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2012;8;1;46;15;2 Pflegestufe 2 (Standard);06.05.20;05.05.21;Engelke Lisa;;;3;8;4;;;;Private Bepflanzung;;;Fremdeinfassung;FALSCH;FALSCH
317;Finowstraße;14;14 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 26;26;;5818999.182;395979.2518;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;12.06.12;12.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2012;8;1;37;12;2 Pflegestufe 2 (Standard);29.04.20;28.04.21;Engelke Lisa;;;3;7;3;1;3;;;;;;FALSCH;FALSCH
318;Finowstraße;16;16 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 26. Ecke Oderstraße;26;;5819017.292;395990.6189;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;12.06.12;12.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2012;8;1;41;13;2 Pflegestufe 2 (Standard);29.04.20;28.04.21;Engelke Lisa;;;2.5;5;4;1;2.5;;;;;;FALSCH;FALSCH
319;Finowstraße;22;22 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 28;28;;5819063.887;396020.1913;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;12.06.12;12.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2012;8;1;41;13;2 Pflegestufe 2 (Standard);06.05.20;05.05.21;Engelke Lisa;;;3.36;7;4;1.1;3.05;;;;;;FALSCH;FALSCH
320;Finowstraße;28;28 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 32;32;;5819126.969;396060.7256;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;;;2015;5;1;22;7;2 Pflegestufe 2 (Standard);06.05.20;05.05.21;Engelke Lisa;;;3.5;4;2;1;3.5;;;;;;FALSCH;FALSCH
321;Finowstraße;41;41 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 39;39;;5819284.545;396144.4279;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;12.06.12;12.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2012;8;1;47;15;2 Pflegestufe 2 (Standard);06.05.20;05.05.21;Engelke Lisa;;;5;6;4;;;;;;Baumscheibe;;FALSCH;FALSCH
322;Finowstraße;44;44 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 1;;;5819279.663;396129.5889;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;12.06.12;12.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2012;8;1;31;10;2 Pflegestufe 2 (Standard);06.05.20;05.05.21;Engelke Lisa;;;5;5;2.5;;;;;;Baumscheibe;;FALSCH;FALSCH
323;Finowstraße;68;68 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 11;11;;5819064.658;396006.2517;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;;;2015;5;1;28;9;2 Pflegestufe 2 (Standard);06.05.20;05.05.21;Engelke Lisa;;;3.45;6;3;1.15;3;;;;;;FALSCH;FALSCH
324;Finowstraße;70;70 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 12;12;;5819053.609;395999.057;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;;;2015;5;1;25;8;2 Pflegestufe 2 (Standard);06.05.20;05.05.21;Engelke Lisa;;;3.3;5;2;1.1;3;;;;;;FALSCH;FALSCH
325;Finowstraße;71;71 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 12;12;;5819047.635;395995.1385;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;12.06.12;12.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2012;8;1;30;10;2 Pflegestufe 2 (Standard);06.05.20;05.05.21;Engelke Lisa;;;3.39;7;3;1.15;2.95;;;;;;FALSCH;FALSCH
326;Finowstraße;75;75 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 13;13;;5819006.439;395968.848;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;18.09.14;;2015;5;1;25;8;2 Pflegestufe 2 (Standard);29.04.20;28.04.21;Engelke Lisa;;;3.3;5;2;1.1;3;;;;;;FALSCH;FALSCH
327;Finowstraße;12. Jan;12/1 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 25;25;;5818987.108;395971.4169;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;12.06.12;12.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2012;8;1;28;9;2 Pflegestufe 2 (Standard);06.05.20;05.05.21;Engelke Lisa;;;4;5;2;1;4;;;;;;FALSCH;FALSCH
328;Finowstraße;22. Jan;22/1 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 28;28;;5819069.604;396024.1099;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;12.06.12;12.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2012;8;1;35;11;2 Pflegestufe 2 (Standard);06.05.20;05.05.21;Engelke Lisa;;;3.04;7;4;1.05;2.9;;;;;;FALSCH;FALSCH
329;Finowstraße;59/1;59/1 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 8. Ecke Scharnweberstraße;8;;5819138.829;396053.0246;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;28.02.14;;2015;5;1;20;6;2 Pflegestufe 2 (Standard);06.05.20;05.05.21;Engelke Lisa;;;3;4;1.5;1;3;;;;;;FALSCH;FALSCH
330;Finowstraße;65/1;65/1 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 9;9;;5819092.537;396023.4675;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;12.06.12;12.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2012;8;1;28;9;2 Pflegestufe 2 (Standard);06.05.20;05.05.21;Engelke Lisa;;;3.3;5;2;1.1;3;;;;;;FALSCH;FALSCH
331;Finowstraße;66/2;66/2 Tilia intermedia 'Pallida' (aktiv);FINOWSTR;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 10;10;;5819075.642;396012.8682;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;12.06.12;12.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2012;8;1;28;9;2 Pflegestufe 2 (Standard);06.05.20;05.05.21;Engelke Lisa;;;2.93;5;3;1.15;2.55;;;;;;FALSCH;FALSCH
332;Fischzug;1;1 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;;;;5817407.974;396148.2051;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;75;24;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;9;5;;;;;;;;FALSCH;FALSCH
333;Fischzug;2;2 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;;;;5817406.236;396151.9217;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;55;18;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;5;2.5;;;;;;Baumscheibe;;FALSCH;FALSCH
334;Fischzug;3;3 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;;;;5817403.228;396156.7251;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;60;19;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;8;3;;;;;;Baumscheibe;;FALSCH;FALSCH
335;Fischzug;4;4 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;;;;5817401.637;396160.0285;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;60;19;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;11 sonstiger Fällgrund;4;8;4;;;;;;Baumscheibe;;FALSCH;FALSCH
336;Fischzug;7;7 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Nr. 20;;;5817386.816;396187.2431;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;64;20;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;8;5;;;;;;Baumscheibe;;FALSCH;FALSCH
337;Fischzug;8;8 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Nr. 20;;;5817384.951;396190.4023;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;66;21;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;8;5;;;;;;Baumscheibe;;FALSCH;FALSCH
338;Fischzug;9;9 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Nr. 20;;;5817382.216;396195.4878;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;56;18;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;7;5;;;;;;Baumscheibe;;FALSCH;FALSCH
339;Fischzug;10;10 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Nr. 20;;;5817380.345;396198.9249;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;77;25;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;8;5;;;;;;Baumscheibe;;FALSCH;FALSCH
340;Fischzug;11;11 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Nr. 22;;;5817374.298;396210.1968;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2005;15;1;59;19;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;7;4;;;;;;Baumscheibe;;FALSCH;FALSCH
341;Fischzug;12;12 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Nr. 22;;;5817372.144;396213.9055;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;75;24;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;9;6;;;;;;Baumscheibe;;FALSCH;FALSCH
342;Fischzug;13;13 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Nr. 22;;;5817369.417;396218.5762;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;21.11.07;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2007;13;1;53;17;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;9;5;;;;;;Baumscheibe;;FALSCH;FALSCH
343;Fischzug;14;14 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Nr. 22;;;5817367.546;396222.0123;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;64;20;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;9;5;;;;;;Baumscheibe;;FALSCH;FALSCH
344;Fischzug;15;15 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Nr. 22;;;5817364.954;396226.8236;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;92;29;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;12;6;;;;;;Baumscheibe;;FALSCH;FALSCH
345;Fischzug;16;16 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Nr. 22;;;5817362.932;396230.9507;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2006;14;1;80;25;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;11;5.5;;;;;;Baumscheibe;;FALSCH;FALSCH
346;Fischzug;17;17 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Nr. 22;;;5817360.159;396234.8976;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;14.10.13;18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte);2015;5;1;35;11;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;5;3;;;;;;;;FALSCH;FALSCH
347;Fischzug;18;18 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Grfl.;;;5817358.341;396238.6407;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;102;32;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;13;7;;;;;;Baumscheibe;;FALSCH;FALSCH
348;Fischzug;19;19 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Grfl.;;;5817355.742;396243.8688;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;07.09.07;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2007;13;1;70;22;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;11;4;;;;;;Baumscheibe;;FALSCH;FALSCH
349;Fischzug;20;20 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Grfl.;;;5817354.019;396246.8907;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;91;29;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;12;8;;;;;;Baumscheibe;;FALSCH;FALSCH
350;Fischzug;21;21 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Grfl.;;;5817351.422;396251.9798;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2005;15;1;87;28;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;10;8;;;;;;Baumscheibe;;FALSCH;FALSCH
351;Fischzug;22;22 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Grfl.;;;5817349.417;396255.1364;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;76;24;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;8;5;;;;;;Baumscheibe;;FALSCH;FALSCH
352;Fischzug;23;23 Robinia pseudoacacia 'Monophylla' (aktiv);FISCHZUG;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Großblättrige Robinie;Grfl.;;;5817343.085;396266.8199;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;23.10.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2004;16;1;84;27;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;4;9;6;;;;;;Baumscheibe;;FALSCH;FALSCH
